224	1341680	309618
225	1340625	311069
226	1339108	312412
227	1338007	313853
228	1337111	315343
229	1335987	316780
230	1334481	318127
231	1333045	319490
232	1331773	320892
233	1330530	322302
234	1329310	323718
235	1326989	324864
236	1325758	326277
237	1324512	327685
238	1322677	328948
239	1321329	330332
240	1319926	331702
241	1318566	333082
242	1317353	334500
243	1316024	335889
244	1314899	337330
245	1313889	338801
246	1312514	340179
247	1311002	341521
248	1309555	342880
249	1308065	344227
250	1306590	345578
251	1305277	346972
252	1303876	348342
253	1302422	349699
254	1301135	351100
255	1300673	352724
256	1299611	354188
257	1298610	355670
258	1297061	357002
259	1295524	358336
260	1293919	359651
261	1292489	361015
262	1290970	362353
263	1289685	363757
264	1288543	365202
265	1287465	366665
266	1286562	368180
267	1285387	369617
268	1284375	371103
269	1283258	372558
270	1282223	374039
271	1281131	375503
272	1279750	376884
273	1278757	378379
274	1277426	379775
275	1276212	381206
276	1275108	382670
277	1274317	384230
278	1273441	385765
279	1272892	387402
280	1271612	388817
281	1270192	390189
282	1268717	391545
283	1267369	392939
284	1266022	394335
285	1264538	395686
286	1263452	397164
287	1262326	398629
288	1260814	399973
289	1259279	401308
290	1258036	402737
291	1257380	404355
292	1256529	405913
293	1255463	407402
294	1253756	408682
295	1253109	410310
296	1252409	411921
297	1251497	413465
298	1250378	414942
299	1248972	416324
300	1247587	417712
301	1246350	419151
302	1245453	420705
303	1244287	422169
304	1243120	423633
305	1241912	425084
306	1241344	426755
307	1241050	428524
308	1239109	429724
309	1238101	431248
310	1237468	432905
311	1236701	434516
312	1235808	436085
313	1234806	437617
314	1233521	439050
315	1232164	440456
316	1230710	441829
317	1229464	443276
318	1228073	444671
319	1226626	446046
320	1225238	447442
321	1223992	448890
322	1222666	450309
323	1221264	451700
324	1220086	453174
325	1218729	454583
326	1217436	456015
327	1216158	457454
328	1214908	458903
329	1213619	460338
330	1212288	461757
331	1210895	463153
332	1209475	464539
333	1208055	465924
334	1205599	466908
335	1204145	468278
336	1202167	469444
337	1200896	470885
338	1199969	472461
339	1198948	474002
340	1197627	475425
341	1196207	476810
342	1194819	478206
343	1193555	479653
344	1192433	481157
345	1191035	482550
346	1189659	483952
347	1188305	485364
348	1187032	486808
349	1185836	488285
350	1184731	489800
351	1183545	491283
352	1182296	492739
353	1181028	494189
354	1179740	495630
355	1178645	497153
356	1177683	498734
357	1176915	500398
358	1175831	501930
359	1174871	503516
360	1173679	505003
361	1172854	506650
362	1171723	508166
363	1170731	509744
364	1169762	511333
365	1168777	512916
366	1167578	514407
367	1166171	515806
368	1164732	517191
369	1163281	518571
370	1161821	519946
371	1160384	521332
372	1158944	522716
373	1157514	524104
374	1156088	525494
375	1154636	526872
376	1153155	528237
377	1151715	529620
378	1150259	530996
379	1148825	532382
380	1147537	533836
381	1146338	535331
382	1145188	536850
383	1143914	538312
384	1142612	539761
385	1141261	541187
386	1139582	542457
387	1138554	544038
388	1137633	545671
389	1136508	547207
390	1135137	548626
391	1133817	550069
392	1132406	551469
393	1130966	552854
394	1130004	554474
395	1129000	556074
396	1128055	557706
397	1126903	559236
398	1125650	560717
399	1124403	562201
400	1123411	563814
401	1122123	565280
402	1121073	566866
403	1119869	568376
404	1118924	570017
405	1117974	571659
406	1116713	573143
407	1115447	574624
408	1114162	576096
409	1112918	577590
410	1111623	579058
411	1110108	580412
412	1108658	581799
413	1107186	583174
414	1105611	584495
415	1104405	586011
416	1103236	587547
417	1102205	589158
418	1100987	590670
419	1099617	592101
420	1098587	593716
421	1097679	595399
422	1096510	596942
423	1095165	598389
424	1093971	599919
425	1092803	601465
426	1091567	602974
427	1090316	604475
428	1088868	605868
429	1087485	607297
430	1086070	608707
431	1084639	610109
432	1083458	611652
433	1082344	613234
434	1081224	614813
435	1079951	616307
436	1078540	617722
437	1077229	619194
438	1076170	620813
439	1074998	622367
440	1073789	623901
441	1071992	625093
442	1070719	626590
443	1069552	628149
444	1068288	629653
445	1066985	631134
446	1066032	632823
447	1064733	634309
448	1063367	635755
449	1062024	637214
450	1060614	638634
451	1059098	639989
452	1057836	641499
453	1056480	642952
454	1055130	644408
455	1053351	645602
456	1052175	647165
457	1050786	648598
458	1049511	650102
459	1048326	651662
460	1047179	653247
461	1045941	654776
462	1044723	656318
463	1043353	657766
464	1042113	659296
465	1040987	660899
466	1039900	662528
467	1038834	664173
468	1037291	665512
469	1036140	667104
470	1034961	668678
471	1033603	670138
472	1032434	671721
473	1031280	673315
474	1030098	674892
475	1028709	676333
476	1027419	677841
477	1026057	679301
478	1024775	680815
479	1023504	682336
480	1022023	683718
481	1020679	685191
482	1019329	686661
483	1017383	687728
484	1015996	689172
485	1014764	690722
486	1013364	692157
487	1011855	693518
488	1010459	694957
489	1009289	696551
490	1007969	698043
491	1006522	699447
492	1005045	700830
493	1003862	702419
494	1002683	704011
495	1001418	705545
496	1000184	707100
497	998703	708482
498	997270	709897
499	995798	711284
500	994391	712718
501	993000	714163
502	991511	715538
503	990023	716913
504	988528	718283
505	987039	719657
506	985648	721102
507	984448	722687
508	983095	724161
509	981963	725799
510	980867	727464
511	979665	729053
512	977921	730238
513	976799	731887
514	975542	733437
515	974269	734975
516	972948	736477
517	971520	737899
518	970120	739342
519	968880	740908
520	967796	742595
521	966509	744126
522	965081	745550
523	963617	746946
524	962258	748423
525	960953	749943
526	959735	751531
527	958548	753145
528	957439	754821
529	956084	756305
530	954772	757823
531	953467	759348
532	952062	760793
533	950666	762245
534	949297	763720
535	947198	764606
536	945816	766068
537	944412	767513
538	943004	768955
539	941587	770389
540	940172	771825
541	938739	773247
542	937357	774710
543	935962	776163
544	934574	777622
545	933137	779040
546	931747	780498
547	930370	781967
548	928916	783371
549	927505	784812
550	926213	786354
551	924797	787790
552	923360	789209
553	922054	790740
554	920790	792307
555	919614	793952
556	918335	795509
557	917099	797104
558	915654	798519
559	914342	800049
560	912982	801538
561	911665	803066
562	910294	804545
563	908848	805960
564	907473	807437
565	906111	808925
566	904688	810360
567	903279	811808
568	901850	813237
569	900479	814719
570	899063	816160
571	897695	817646
572	896316	819121
573	894894	820558
574	893487	822008
575	892064	823443
576	890709	824943
577	888704	825838
578	887261	827253
579	885903	828748
580	884465	830168
581	883038	831599
582	881609	833027
583	880164	834441
584	878650	835789
585	877177	837175
586	875767	838622
587	874544	840248
588	873133	841695
589	871854	843268
590	870439	844711
591	869139	846267
592	867774	847759
593	866445	849287
594	864972	850675
595	863486	852049
596	861989	853412
597	860593	854875
598	859166	856307
599	857555	857555
600	856063	858921
601	854606	860322
602	853149	861724
603	851774	863207
604	850398	864690
605	849044	866197
606	847708	867721
607	846277	869150
608	845006	870743
609	843716	872317
610	842349	873812
611	841055	875384
612	839714	876908
613	838296	878351
614	837026	879951
615	835785	881581
616	834511	883179
617	833202	884740
618	831789	886192
619	830381	887648
620	829133	889277
621	827711	890720
622	826282	892156
623	824869	893608
624	823435	895038
625	822016	896485
626	820584	897916
627	819192	899392
628	817779	900846
629	816305	902232
630	814705	903478
631	813245	904878
632	811771	906263
633	810300	907651
634	808836	909045
635	807407	910480
636	805906	911834
637	804451	913238
638	802968	914610
639	801572	916082
640	800224	917610
641	798822	919075
642	797431	920553
643	796002	921988
644	794652	923515
645	793292	925031
646	791865	926467
647	790417	927881
648	788937	929256
649	787450	930623
650	785949	931973
651	784442	933315
652	782961	934687
653	781492	936073
654	780111	937564
655	778942	939312
656	777670	940938
657	776276	942416
658	774872	943883
659	773474	945357
660	772101	946862
661	770903	948583
662	769627	950211
663	768263	951728
664	766941	953301
665	765629	954886
666	764361	956527
667	762992	958043
668	761679	959630
669	760228	961043
670	758811	962499
671	757371	963926
672	756018	965465
673	754600	966922
674	753256	968473
675	751948	970070
676	750656	971691
677	749382	973335
678	748108	974981
679	746854	976655
680	745510	978213
681	744146	979744
682	742783	981278
683	741413	982803
684	740072	984367
685	738635	985805
686	737219	987269
687	735783	988709
688	734431	990260
689	733119	991868
690	731728	993368
691	730365	994907
692	728930	996348
693	727474	997761
694	726032	999193
695	724660	1000721
696	723220	1002156
697	721761	1003565
698	720336	1005020
699	718937	1006512
700	717526	1007987
701	716062	1009389
702	714591	1010780
703	713146	1012207
704	711724	1013668
705	710291	1015112
706	708822	1016506
707	707343	1017884
708	705931	1019359
709	704462	1020751
710	702992	1022142
711	701622	1023678
712	700238	1025195
713	698871	1026737
714	697609	1028435
715	696404	1030218
716	695161	1031947
717	693828	1033545
718	692520	1035181
719	691216	1036824
720	690022	1038635
721	688637	1040159
722	687269	1041710
723	685815	1043130
724	684441	1044674
725	683031	1046162
726	681771	1047881
727	680447	1049503
728	679073	1051050
729	677677	1052563
730	676299	1054104
731	674919	1055642
732	673560	1057215
733	672160	1058725
734	670762	1060237
735	669355	1061736
736	667935	1063214
737	666516	1064694
738	665138	1066241
739	663734	1067746
740	662329	1069250
741	660901	1070718
742	659469	1072179
743	658014	1073603
744	656644	1075164
745	655248	1076686
746	653811	1078140
747	652392	1079623
748	651126	1081361
749	649876	1083127
750	648540	1084753
751	647179	1086337
752	645857	1087988
753	644536	1089642
754	643137	1091166
755	641740	1092692
756	640303	1094153
757	638880	1095636
758	637587	1097345
759	636249	1098977
760	634867	1100534
761	633454	1102036
762	632103	1103649
763	630684	1105144
764	628897	1105992
765	627490	1107506
766	626121	1109088
767	624714	1110603
768	623260	1112035
769	621771	1113404
770	620312	1114827
771	618869	1116277
772	617388	1117660
773	615983	1119182
774	614626	1120789
775	613398	1122635
776	612024	1124215
777	610566	1125640
778	609096	1127046
779	607628	1128453
780	606149	1129840
781	604672	1131228
782	603195	1132619
783	601706	1133986
784	600215	1135346
785	598729	1136718
786	597253	1138108
787	595776	1139494
788	594306	1140894
789	592821	1142265
790	591339	1143641
791	589857	1145017
792	588373	1146388
793	586918	1147815
794	585496	1149307
795	584078	1150807
796	582663	1152315
797	581191	1153709
798	579707	1155077
799	578286	1156573
800	576887	1158112
801	575446	1159567
802	574029	1161072
803	572607	1162567
804	571184	1164058
805	569763	1165556
806	568356	1167082
807	566924	1168558
808	565515	1170082
809	564075	1171542
810	562621	1172972
811	561159	1174385
812	559702	1175809
813	558231	1177202
814	556751	1178577
815	555281	1179974
816	553792	1181328
817	552307	1182689
818	550832	1184073
819	549344	1185428
820	547865	1186801
821	546409	1188223
822	544960	1189661
823	543476	1191022
824	542003	1192407
825	540516	1193760
826	539026	1195107
827	537554	1196491
828	536074	1197860
829	534594	1199224
830	533115	1200592
831	531637	1201963
832	530158	1203329
833	528686	1204712
834	527209	1206081
835	525731	1207448
836	524248	1208804
837	522771	1210171
838	521288	1211526
839	519809	1212889
840	518336	1214265
841	516880	1215679
842	515439	1217130
843	513963	1218497
844	512504	1219904
845	511022	1221256
846	509542	1222612
847	508062	1223969
848	506596	1225357
849	505123	1226728
850	503655	1228110
851	502181	1229479
852	500709	1230849
853	499231	1232207
854	497753	1233562
855	496280	1234929
856	494797	1236273
857	493327	1237646
858	491853	1239010
859	490400	1240424
860	488924	1241781
861	487450	1243142
862	486017	1244607
863	484538	1245954
864	483096	1247397
865	481627	1248771
866	480156	1250135
867	478682	1251495
868	477209	1252855
869	475736	1254214
870	474269	1255589
871	472800	1256958
872	471339	1258347
873	469875	1259728
874	468408	1261099
875	466938	1262463
876	465477	1263851
877	464025	1265262
878	462565	1266650
879	461102	1268031
880	459653	1269449
881	458187	1270821
882	456733	1272225
883	455262	1273582
884	453805	1274977
885	452339	1276346
886	450880	1277734
887	449417	1279111
888	448002	1280623
889	446609	1282200
890	445213	1283769
891	443751	1285151
892	442313	1286599
893	440860	1288005
894	439407	1289407
895	438052	1291101
896	436656	1292677
897	435257	1294243
898	433933	1296032
899	432541	1297625
900	431163	1299259
901	429735	1300741
902	428286	1302162
903	426862	1303660
904	425416	1305092
905	423969	1306518
906	422513	1307916
907	421053	1309303
908	419595	1310696
909	418153	1312135
910	416730	1313638
911	415300	1315119
912	413834	1316482
913	412368	1317848
914	410908	1319233
915	409446	1320609
916	407999	1322033
917	406596	1323602
918	405158	1325055
919	403696	1326432
920	402230	1327792
921	400770	1329174
922	399305	1330536
923	397846	1331921
924	396437	1333470
925	394987	1334885
926	393540	1336307
927	392073	1337663
928	390607	1339018
929	389145	1340390
930	387680	1341750
931	386272	1343307
932	384817	1344699
933	383349	1346046
934	381909	1347492
935	380450	1348868
936	378987	1350232
937	377548	1351681
938	376152	1353283
939	374751	1354869
940	373386	1356589
941	372002	1358243
942	370614	1359882
943	369219	1361497
944	367839	1363170
945	366466	1364872
946	365070	1366490
947	363671	1368097
948	362268	1369694
949	360858	1371262
950	359476	1372940
951	358080	1374567
952	356685	1376201
953	355271	1377760
954	353860	1379335
955	352443	1380883
956	351018	1382404
957	349566	1383821
958	348102	1385189
959	346636	1386544
960	345173	1387917
961	343706	1389266
962	342245	1390644
963	340782	1392011
964	339323	1393392
965	337853	1394729
966	336392	1396100
967	334926	1397453
968	333460	1398802
969	331998	1400169
970	330534	1401525
971	329073	1402890
972	327614	1404270
973	326150	1405621
974	324686	1406974
975	323224	1408336
976	321765	1409707
977	320304	1411069
978	318841	1412426
979	317380	1413787
980	315921	1415155
981	314468	1416549
982	313010	1417921
983	311552	1419295
984	310094	1420663
985	308638	1422044
986	307179	1423409
987	305723	1424787
988	304263	1426144
989	302805	1427513
990	301347	1428879
991	299890	1430248
992	298429	1431598
993	296974	1432973
994	295518	1434344
995	294061	1435709
996	292615	1437129
997	291163	1438522
998	289706	1439886
999	288248	1441241
1000	286788	1442588
1001	285327	1443931
1002	283868	1445281
1003	282411	1446640
1004	280957	1448012
1005	279504	1449387
1006	278049	1450755
1007	276596	1452129
1008	275142	1453500
1009	273714	1455011
1010	272295	1456564
1011	270876	1458121
1012	269452	1459654
1013	268028	1461188
1014	266610	1462757
1015	265190	1464315
1016	263768	1465862
1017	262347	1467416
1018	260927	1468977
1019	259508	1470546
1020	258096	1472160
1021	256673	1473710
1022	255248	1475250
1023	253820	1476773
1024	252392	1478300
1025	250971	1479869
1026	249550	1481435
1027	248127	1482996
1028	246705	1484558
1029	245285	1486139
1030	243865	1487721
1031	242446	1489311
1032	241024	1490886
1033	239600	1492449
1034	238180	1494042
1035	236759	1495626
1036	235334	1497186
1037	233912	1498770
1038	232485	1500322
1039	231059	1501888
1040	229629	1503421
1041	228198	1504955
1042	226773	1506526
1043	225345	1508081
1044	223926	1509698
1045	222510	1511339
1046	221082	1512900
1047	219653	1514451
1048	218220	1515982
1049	216791	1517543
1050	215363	1519105
1051	213929	1520631
1052	212496	1522170
1053	211063	1523708
1054	209631	1525250
1055	208197	1526784
1056	206765	1528331
1057	205331	1529867
1058	203899	1531416
1059	202466	1532963
1060	201035	1534519
1061	199603	1536082
1062	198172	1537648
1063	196738	1539190
1064	195305	1540739
1065	193876	1542332
1066	192452	1543958
1067	191029	1545599
1068	189597	1547175
1069	188170	1548788
1070	186735	1550342
1071	185304	1551922
1072	183869	1553482
1073	182438	1555068
1074	181006	1556655
1075	179576	1558261
1076	178146	1559871
1077	176721	1561521
1078	175295	1563173
1079	173867	1564809
1080	172432	1566385
1081	171000	1567986
1082	169568	1569592
1083	168133	1571180
1084	166694	1572728
1085	165261	1574329
1086	163827	1575930
1087	162390	1577508
1088	160958	1579132
1089	159528	1580778
1090	158090	1582354
1091	156646	1583874
1092	155216	1585525
1093	153782	1587148
1094	152343	1588724
1095	150904	1590302
1096	149467	1591896
1097	148027	1593476
1098	146587	1595043
1099	145149	1596647
1100	143709	1598221
1101	142267	1599789
1102	140826	1601355
1103	139384	1602922
1104	137941	1604472
1105	136498	1606038
1106	135059	1607645
1107	133618	1609230
1108	132175	1610799
1109	130732	1612371
1110	129290	1613957
1111	127853	1615603
1112	126416	1617264
1113	124983	1618972
1114	123546	1620645
1115	122101	1622206
1116	120652	1623727
1117	119205	1625262
1118	117773	1627016
1119	116317	1628440
1120	114863	1629891
1121	113409	1631349
1122	111966	1632972
1123	110526	1634635
1124	109084	1636271
1125	107641	1637893
1126	106195	1639489
1127	104748	1641066
1128	103303	1642677
1129	101857	1644272
1130	100410	1645859
1131	98964	1647467
1132	97518	1649088
1133	96071	1650680
1134	94621	1652245
1135	93175	1653868
1136	91727	1655459
1137	90281	1657094
1138	88836	1658766
1139	87389	1660403
1140	85941	1662025
1141	84492	1663628
1142	83045	1665274
1143	81596	1666909
1144	80148	1668542
1145	78698	1670150
1146	77241	1671614
1147	75785	1673104
1148	74331	1674653
1149	72875	1676145
1150	71422	1677692
1151	69962	1679095
1152	68508	1680656
1153	67055	1682225
1154	65602	1683805
1155	64148	1685355
1156	62694	1686916
1157	61241	1688517
1158	59787	1690097
1159	58333	1691671
1160	56873	1693078
1161	55415	1694558
1162	53957	1696001
1163	52501	1697560
1164	51047	1699154
1165	49590	1700660
1166	48131	1702103
1167	46673	1703582
1168	45216	1705104
1169	43761	1706687
1170	42304	1708216
1171	40847	1709756
1172	39388	1711209
1173	37931	1712763
1174	36471	1714169
1175	35015	1715769
1176	33560	1717427
1177	32104	1719027
1178	30644	1720446
1179	29186	1721986
1180	27726	1723430
1181	26266	1724857
1182	24807	1726282
1183	23348	1727766
1184	21888	1729160
1185	20427	1730539
1186	18969	1732015
1187	17509	1733470
1188	16050	1734878
1189	14590	1736245
1190	13130	1737663
1191	11671	1739071
1192	10212	1740472
1193	8752	1741823
1194	7293	1743204
1195	5834	1744581
1196	4376	1746097
1197	2917	1747519
1198	1458	1749017
1199	0	1750594
