msid	tstamp	latgps	latgpsutm	lnggps	lnggpsutm	lnglac	lnglacutm	latlac	latlacutm	cellid	lac	mnc
1	20170420121238	31.287387	3462424.6227	121.498802	357110.5482	121.49724579	356965.6919	31.28956223	3462667.7593	8898315	6266	1.0
1	20170420121429	31.287387	3462424.6227	121.498802	357110.5482	121.49724579	356965.6919	31.28956223	3462667.7593	8898315	6266	1.0
1	20170420121529	31.287387	3462424.6227	121.498802	357110.5482	121.49724579	356965.6919	31.28956223	3462667.7593	8898315	6266	1.0
1	20170420121648	31.287387	3462424.6227	121.498802	357110.5482	121.49724579	356965.6919	31.28956223	3462667.7593	8898315	6266	1.0
1	20170420121836	31.287387	3462424.6227	121.498802	357110.5482	121.50199127	357405.7554	31.28181267	3461802.5939	8898325	6266	1.0
1	20170420121936	31.287387	3462424.6227	121.498802	357110.5482	121.49724579	356965.6919	31.28956223	3462667.7593	8898315	6266	1.0
1	20170420122036	31.287387	3462424.6227	121.498802	357110.5482	121.49724579	356965.6919	31.28956223	3462667.7593	8898315	6266	1.0
1	20170420122210	31.287387	3462424.6227	121.498802	357110.5482	121.49724579	356965.6919	31.28956223	3462667.7593	8898315	6266	1.0
1	20170420122310	31.284858000000003	3462141.4951	121.50096	357312.1664	121.50199127	357405.7554	31.28181267	3461802.5939	8898325	6266	1.0
1	20170420122410	31.284858000000003	3462141.4951	121.50096	357312.1664	121.50199127	357405.7554	31.28181267	3461802.5939	8898325	6266	1.0
1	20170420122510	31.284858000000003	3462141.4951	121.50096	357312.1664	121.50199127	357405.7554	31.28181267	3461802.5939	8898325	6266	1.0
1	20170420122610	31.284858000000003	3462141.4951	121.50096	357312.1664	121.50199127	357405.7554	31.28181267	3461802.5939	8898325	6266	1.0
1	20170420122710	31.284858000000003	3462141.4951	121.50096	357312.1664	121.50199127	357405.7554	31.28181267	3461802.5939	8898325	6266	1.0
1	20170420122810	31.284858000000003	3462141.4951	121.50096	357312.1664	121.50199127	357405.7554	31.28181267	3461802.5939	8898325	6266	1.0
1	20170420122922	31.284858000000003	3462141.4951	121.50096	357312.1664	121.50199127	357405.7554	31.28181267	3461802.5939	8898325	6266	1.0
1	20170420123101	31.284858000000003	3462141.4951	121.50096	357312.1664	121.50199127	357405.7554	31.28181267	3461802.5939	8898325	6266	1.0
1	20170420123201	31.287387	3462424.6227	121.498802	357110.5482	121.49724579	356965.6919	31.28956223	3462667.7593	8898315	6266	1.0
1	20170420123301	31.284858000000003	3462141.4951	121.50096	357312.1664	121.50199127	357405.7554	31.28181267	3461802.5939	8898325	6266	1.0
1	20170420123401	31.284858000000003	3462141.4951	121.50096	357312.1664	121.50199127	357405.7554	31.28181267	3461802.5939	8898325	6266	1.0
1	20170420123504	31.284858000000003	3462141.4951	121.50096	357312.1664	121.50199127	357405.7554	31.28181267	3461802.5939	8898325	6266	1.0
1	20170420123604	31.284858000000003	3462141.4951	121.50096	357312.1664	121.50199127	357405.7554	31.28181267	3461802.5939	8898325	6266	1.0
1	20170420123704	31.284858000000003	3462141.4951	121.50096	357312.1664	121.50199127	357405.7554	31.28181267	3461802.5939	8898325	6266	1.0
1	20170420123804	31.284858000000003	3462141.4951	121.50096	357312.1664	121.50199127	357405.7554	31.28181267	3461802.5939	8898325	6266	1.0
1	20170420123904	31.284858000000003	3462141.4951	121.50096	357312.1664	121.50199127	357405.7554	31.28181267	3461802.5939	8898325	6266	1.0
1	20170420124127	31.284489	3462098.1656	121.50283700000001	357490.2946	121.50267697	357474.6757	31.28423344	3462070.0442	13056267	6266	1.0
1	20170420124227	31.284489	3462098.1656	121.50283700000001	357490.2946	121.50267697	357474.6757	31.28423344	3462070.0442	13056267	6266	1.0
1	20170420124327	31.284489	3462098.1656	121.50283700000001	357490.2946	121.50267697	357474.6757	31.28423344	3462070.0442	13056267	6266	1.0
1	20170420124506	31.284489	3462098.1656	121.50283700000001	357490.2946	121.50267697	357474.6757	31.28423344	3462070.0442	13056267	6266	1.0
1	20170420124606	31.284489	3462098.1656	121.50283700000001	357490.2946	121.50267697	357474.6757	31.28423344	3462070.0442	13056267	6266	1.0
1	20170420124807	31.274989	3461042.2873	121.505027	357684.5055	121.50627899	357803.4208	31.27480125	3461019.8614	8857099	6201	1.0
1	20170420124920	31.281295	3461737.4725	121.50798999999999	357976.0537	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420125020	31.281295	3461737.4725	121.50798999999999	357976.0537	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420125120	31.281295	3461737.4725	121.50798999999999	357976.0537	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420125220	31.281295	3461737.4725	121.50798999999999	357976.0537	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420125320	31.281295	3461737.4725	121.50798999999999	357976.0537	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420125504	31.281295	3461737.4725	121.50798999999999	357976.0537	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420125604	31.281295	3461737.4725	121.50798999999999	357976.0537	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420125704	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420125804	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420125904	31.283432	3461972.8875	121.509129	358087.6874	121.50605774	357792.4708	31.28153992	3461767.1107	11874667	43054	1.0
1	20170420130004	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420130104	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420130204	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420130304	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420130404	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420130504	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420130604	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420130704	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420130804	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420130904	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420131004	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420131104	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420131204	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420131304	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420131404	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420131504	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420131604	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420131704	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420131804	31.283128	3461939.2864	121.509054	358080.0921	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420131904	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420132004	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420132104	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420132204	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420132304	31.283639	3461995.8162	121.509142	358089.2351	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420132404	31.283639	3461995.8162	121.509142	358089.2351	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420132504	31.283128	3461939.2864	121.509054	358080.0921	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420132604	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420132704	31.283128	3461939.2864	121.509054	358080.0921	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420132804	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420132904	31.283128	3461939.2864	121.509054	358080.0921	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420133004	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420133104	31.283128	3461939.2864	121.509054	358080.0921	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420133204	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420133304	31.283128	3461939.2864	121.509054	358080.0921	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420133404	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420133504	31.283128	3461939.2864	121.509054	358080.0921	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420133604	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
1	20170420133704	31.283443	3461974.0978	121.50913600000001	358088.3703	121.50608063	357794.2777	31.28129196	3461739.5954	8858379	6266	1.0
